days_since_last_purchase,purchase_frequency,avg_session_duration_min,cart_abandonment_rate,total_spend_usd,num_support_tickets,pages_per_session,discount_usage_rate,email_open_rate,preferred_device,membership_tier,churned
91,2,1.5,0.555,17.26,2,2.7,0.45,0.02,mobile,bronze,1
1,8,12.5,0.042,455.88,0,7.4,0.145,0.878,desktop,gold,0
22,0,5.6,0.737,56.39,2,5.3,0.534,0.627,mobile,bronze,0
9,12,11.7,,1980.73,1,11.8,0.503,0.974,desktop,platinum,0
30,4,7.0,0.541,9.28,0,5.2,0.531,0.316,mobile,silver,0
20,8,,0.288,188.34,0,10.4,0.278,,mobile,gold,0
42,9,17.1,0.069,344.78,0,8.7,0.404,0.86,mobile,gold,0
43,7,15.3,0.082,1810.18,2,13.9,0.486,0.507,mobile,gold,0
63,10,,0.081,11.42,0,8.1,0.611,0.762,desktop,bronze,0
40,7,25.3,0.014,7.62,1,8.0,0.222,0.462,desktop,gold,1
111,3,11.3,0.378,,1,6.3,0.429,0.754,tablet,bronze,1
9,5,24.9,0.022,125.5,0,16.1,0.601,0.773,mobile,gold,0
118,0,11.9,0.489,22.05,1,4.9,0.334,0.198,mobile,bronze,1
36,0,10.2,0.5,389.65,0,7.0,0.559,0.219,mobile,bronze,0
177,1,1.7,0.874,90.54,2,4.1,0.6,0.172,mobile,bronze,1
22,0,5.3,0.722,50.86,2,4.6,0.515,0.152,mobile,bronze,0
58,2,1.7,0.81,2.27,1,3.7,0.919,0.08,tablet,bronze,0
51,3,2.6,,20.23,2,3.1,0.197,0.03,mobile,bronze,1
67,1,6.3,,1.58,1,3.3,0.609,0.006,mobile,bronze,0
12,7,8.9,0.056,261.56,1,,0.162,0.72,mobile,gold,0
79,1,6.0,0.822,195.32,2,1.7,0.691,0.543,mobile,bronze,1
13,8,14.3,0.005,1861.42,0,13.8,0.247,0.952,tablet,bronze,0
110,0,7.7,0.371,238.49,0,3.1,0.209,0.407,tablet,gold,1
50,0,4.1,0.948,103.0,2,,0.546,0.392,mobile,bronze,0
106,1,1.3,0.714,26.87,0,5.1,0.39,0.476,mobile,bronze,1
32,1,3.1,0.894,,1,4.1,0.204,0.321,mobile,bronze,0
30,0,6.1,0.853,,1,2.8,0.725,0.27,mobile,bronze,0
24,15,26.9,0.225,899.16,0,6.3,0.175,0.813,tablet,silver,0
5,12,16.5,0.001,303.85,0,12.5,0.179,0.208,tablet,gold,0
111,3,12.5,0.605,24.1,0,7.6,0.491,0.584,desktop,bronze,1
44,7,14.6,0.289,140.85,0,14.0,0.585,0.611,desktop,gold,1
63,2,13.9,0.505,,0,6.3,0.138,0.517,desktop,silver,0
70,1,0.7,0.633,9.6,0,5.0,0.508,0.495,mobile,silver,0
365,0,2.7,0.724,28.24,3,4.8,0.546,0.352,mobile,bronze,1
40,6,17.9,0.105,164.67,1,17.6,0.233,0.759,mobile,gold,0
136,2,8.3,0.754,64.3,1,9.5,0.727,0.62,desktop,bronze,0
9,1,10.0,0.537,23.43,2,8.1,0.347,0.223,desktop,bronze,0
15,10,17.6,0.016,591.84,0,2.5,0.268,0.725,mobile,gold,1
20,10,,0.01,596.82,1,15.6,0.243,,mobile,platinum,0
15,6,11.7,0.008,193.43,1,9.7,0.071,0.682,desktop,platinum,1
1,7,12.0,0.108,24.23,0,,0.178,0.855,mobile,gold,1
33,0,8.0,,25.42,1,8.0,0.192,0.176,mobile,silver,1
27,3,3.4,0.782,0.87,1,6.1,0.716,0.346,mobile,bronze,0
20,8,18.2,0.335,531.56,1,14.1,0.242,0.68,desktop,gold,1
13,8,16.5,0.098,221.6,1,12.6,0.477,0.881,mobile,silver,0
13,4,18.8,0.591,704.88,0,11.2,0.163,0.869,mobile,platinum,0
33,2,4.0,0.877,91.72,3,1.0,0.714,0.014,mobile,bronze,1
9,5,4.3,0.49,162.01,1,4.2,0.563,0.765,desktop,silver,1
3,4,18.6,0.424,778.82,0,9.5,0.514,0.574,desktop,gold,0
13,2,6.1,,64.1,1,6.2,0.598,0.322,desktop,bronze,1
72,1,13.7,0.17,134.09,0,8.2,0.073,0.466,desktop,silver,1
17,3,3.5,0.571,104.19,0,5.3,0.277,0.477,tablet,bronze,0
6,10,22.2,0.123,45.49,0,13.1,0.336,0.819,desktop,platinum,0
70,1,8.5,0.875,57.48,3,2.9,0.5,0.063,desktop,bronze,1
22,3,6.1,0.503,38.17,2,8.1,0.436,0.082,desktop,bronze,1
89,0,,0.627,4.95,2,2.9,0.598,0.304,mobile,bronze,0
31,11,25.0,0.448,333.6,1,14.3,0.248,0.73,desktop,gold,0
48,1,3.5,0.115,13.17,1,4.6,0.555,0.492,desktop,silver,0
128,1,6.6,,201.4,0,,0.398,0.164,tablet,bronze,1
6,7,22.9,0.144,197.17,0,10.2,0.129,0.733,desktop,silver,0
55,5,18.3,0.103,622.25,0,13.1,0.299,0.79,tablet,gold,0
34,4,21.0,0.097,418.82,2,11.7,0.126,0.887,desktop,silver,0
52,0,6.8,0.849,85.49,3,2.9,0.923,0.246,mobile,silver,1
1,9,25.9,0.0,791.05,0,10.1,0.052,0.838,desktop,platinum,0
10,9,26.9,0.23,254.96,0,7.8,0.37,0.689,desktop,gold,0
16,6,27.7,,,0,15.9,0.499,0.443,mobile,silver,0
4,7,23.1,0.258,9.54,0,14.7,0.296,0.916,desktop,gold,0
11,7,17.6,,551.67,0,14.7,0.284,0.721,desktop,bronze,0
365,2,3.0,0.882,48.61,2,2.4,0.503,0.218,mobile,bronze,1
7,4,14.8,0.234,1704.21,0,12.4,0.455,0.753,mobile,silver,0
70,4,4.0,0.484,13.21,3,3.2,0.363,0.179,mobile,bronze,0
36,12,18.9,0.009,409.79,0,14.6,0.356,0.735,mobile,gold,1
7,9,21.3,0.028,1.38,1,5.9,0.607,,desktop,silver,1
4,1,9.5,0.142,,0,6.2,0.37,0.528,mobile,bronze,0
2,2,,0.028,442.85,2,10.1,0.433,0.422,tablet,silver,1
151,1,4.9,0.853,4.27,4,2.4,0.204,0.168,mobile,silver,1
112,2,1.4,0.903,158.17,4,,0.601,0.07,mobile,bronze,1
1,10,22.1,0.105,67.14,0,7.1,0.152,0.407,desktop,bronze,0
20,8,17.5,0.25,308.53,0,12.8,0.528,0.396,desktop,gold,0
7,0,5.6,0.758,90.06,1,6.1,0.416,0.087,desktop,bronze,1
108,3,3.9,0.786,5.28,3,3.9,0.738,0.022,mobile,gold,0
9,11,8.8,0.066,752.4,0,9.6,0.402,0.71,desktop,silver,0
28,1,2.4,0.925,68.44,1,4.6,0.85,,mobile,bronze,1
2,2,12.8,0.628,0.61,0,10.9,0.161,0.601,mobile,bronze,1
12,11,24.4,0.095,503.25,0,9.4,0.456,0.93,desktop,gold,0
222,1,4.2,,0.02,4,2.4,0.592,0.129,desktop,bronze,1
74,0,0.5,0.846,67.6,3,6.0,0.674,0.308,mobile,bronze,1
10,1,8.3,,2.67,0,7.7,0.496,0.098,mobile,bronze,1
38,5,25.5,0.057,78.62,0,14.3,0.341,0.652,desktop,bronze,1
72,5,17.5,0.054,300.8,0,11.3,0.366,0.828,desktop,silver,0
36,0,9.6,0.17,1.34,1,3.2,0.64,0.695,desktop,silver,0
25,3,3.3,0.736,72.26,0,4.7,0.541,0.311,tablet,bronze,0
37,2,9.1,,101.08,0,6.0,0.234,0.512,desktop,bronze,1
22,11,22.4,0.266,13.38,0,12.0,0.312,0.528,desktop,silver,1
12,7,19.1,0.136,589.36,0,9.4,0.112,0.817,desktop,bronze,0
16,0,0.5,,71.81,0,4.8,0.856,0.458,mobile,bronze,1
26,8,12.9,0.017,348.0,0,12.4,0.644,0.885,mobile,platinum,0
60,14,15.4,0.031,22.49,0,13.3,0.314,0.372,mobile,bronze,1
36,11,17.9,0.002,839.85,0,10.2,0.177,0.873,mobile,gold,0
41,2,6.2,0.689,59.08,0,8.2,0.724,0.307,tablet,bronze,0
146,3,,0.659,12.91,0,1.1,0.61,0.08,mobile,bronze,0
12,13,20.2,0.069,759.51,0,15.2,0.483,0.196,desktop,platinum,0
54,2,0.5,0.703,14.1,1,3.4,0.786,0.212,mobile,silver,1
9,8,11.2,0.163,368.77,0,10.0,0.252,0.73,desktop,bronze,0
365,2,2.3,0.506,69.51,4,4.7,0.295,0.241,desktop,silver,0
365,0,5.6,0.665,,2,2.3,0.4,0.167,mobile,bronze,1
193,2,0.8,0.633,29.35,3,5.0,0.585,0.005,mobile,bronze,1
14,7,,0.045,174.01,1,13.6,0.304,0.759,mobile,platinum,0
73,7,16.9,0.303,301.55,1,8.3,0.155,0.666,mobile,platinum,1
48,6,16.5,0.038,121.87,0,13.3,0.274,0.517,desktop,silver,0
105,5,7.6,0.457,113.87,1,6.2,0.425,0.062,desktop,bronze,0
9,7,9.7,0.123,219.48,1,5.7,0.124,0.877,mobile,gold,0
180,0,4.7,,173.6,5,4.0,0.487,0.319,mobile,bronze,1
59,2,11.1,0.6,48.34,0,4.8,0.532,0.201,mobile,bronze,0
223,0,3.1,0.845,3.17,5,2.0,0.387,0.387,mobile,platinum,0
108,3,11.1,0.796,30.77,0,9.3,0.623,0.151,mobile,bronze,1
139,3,1.9,0.578,80.5,10,1.0,0.452,0.07,desktop,bronze,1
89,1,13.1,0.672,9.34,1,7.8,0.481,0.582,mobile,silver,0
7,1,0.5,0.655,30.21,3,2.0,0.733,0.118,tablet,bronze,1
4,2,,0.731,15.4,0,6.7,0.432,,mobile,bronze,1
25,5,,0.157,348.42,0,10.4,0.107,0.831,desktop,platinum,0
5,2,8.9,0.311,154.64,1,,0.424,0.511,mobile,bronze,1
47,3,4.0,0.926,87.98,4,5.4,0.51,0.218,mobile,bronze,1
1,10,10.8,0.19,683.87,2,11.2,0.257,0.34,tablet,platinum,0
184,0,5.8,0.248,109.0,1,4.9,0.437,0.221,mobile,bronze,1
8,5,20.9,0.267,657.57,1,12.8,0.287,0.748,mobile,silver,0
5,3,18.2,0.239,,0,13.8,0.138,0.808,tablet,gold,1
23,11,19.8,0.057,623.85,0,11.8,0.204,0.893,mobile,silver,0
29,6,9.8,0.074,134.18,2,14.3,0.501,0.918,tablet,gold,0
5,9,17.4,0.49,94.88,1,12.9,0.053,0.692,mobile,gold,0
1,4,17.4,0.408,86.63,0,14.9,0.267,0.808,desktop,gold,1
101,0,9.8,0.227,151.6,1,3.4,0.4,0.285,mobile,platinum,0
30,0,3.3,0.825,43.15,3,2.3,0.495,0.162,mobile,bronze,1
130,2,3.6,0.9,8.59,2,3.1,0.764,0.004,desktop,bronze,0
25,1,10.9,0.164,107.13,1,2.2,0.632,0.112,desktop,gold,1
69,2,4.6,0.295,10.51,2,5.0,0.076,0.392,desktop,bronze,0
5,7,,0.067,,0,11.2,0.369,0.689,desktop,bronze,1
1,3,10.9,0.276,23.45,0,16.4,0.269,0.82,desktop,gold,0
100,1,0.5,0.729,57.33,2,1.4,0.728,0.103,mobile,bronze,0
38,1,4.0,0.764,136.33,7,5.1,0.638,0.176,desktop,bronze,0
18,6,17.5,0.107,316.91,0,,0.449,0.913,mobile,silver,0
3,9,8.5,0.115,109.23,0,19.2,0.088,0.743,desktop,platinum,0
15,8,24.8,0.18,369.9,0,11.6,0.351,0.738,desktop,platinum,0
263,0,1.5,0.737,53.75,1,2.7,0.316,0.037,mobile,silver,1
3,2,7.0,0.404,108.59,0,5.6,0.515,0.126,desktop,bronze,1
116,0,,0.645,10.81,2,6.8,0.699,0.208,mobile,bronze,1
1,5,13.0,0.02,196.4,0,14.3,0.105,0.773,desktop,silver,0
1,9,21.3,0.279,26.27,0,15.4,0.141,0.486,desktop,bronze,0
26,7,17.2,0.073,89.04,0,12.3,0.093,0.742,mobile,silver,0
167,1,8.6,0.472,25.73,0,5.5,0.391,0.322,desktop,bronze,0
31,9,26.7,0.532,565.01,0,14.3,0.32,0.432,desktop,platinum,1
24,0,3.4,0.802,43.79,1,4.8,0.686,0.108,mobile,bronze,0
87,1,9.8,0.441,132.8,0,1.6,0.143,0.66,tablet,silver,0
28,1,11.8,,38.27,0,4.1,0.404,0.377,mobile,platinum,0
39,2,6.2,,85.02,2,5.6,0.461,0.48,desktop,silver,0
6,14,12.0,0.224,,0,12.0,0.251,0.492,mobile,silver,0
2,10,18.2,0.145,268.17,0,12.7,0.554,0.662,desktop,silver,0
16,5,15.2,0.117,506.86,2,8.9,0.562,0.904,desktop,gold,0
134,0,6.3,0.662,124.71,1,2.3,0.584,0.897,mobile,silver,0
77,1,7.8,0.314,28.88,0,5.3,0.3,0.324,mobile,bronze,1
13,0,3.0,0.784,5.09,1,6.4,0.601,0.026,mobile,silver,0
179,0,5.3,0.781,,3,3.5,0.597,0.183,desktop,silver,1
19,11,23.3,0.146,261.77,0,14.8,0.306,0.406,desktop,gold,0
28,2,14.2,0.673,52.21,1,3.0,0.611,0.472,tablet,bronze,0
37,3,5.0,0.702,139.41,0,5.6,0.471,0.351,desktop,silver,0
123,1,2.7,0.821,55.07,1,1.1,0.35,0.125,mobile,silver,0
15,3,19.5,0.011,161.84,0,8.6,0.557,0.65,mobile,silver,0
22,5,18.0,,94.8,1,7.5,0.309,0.885,tablet,platinum,0
27,1,10.1,0.649,1.24,1,3.6,0.589,,mobile,silver,0
113,1,3.3,0.28,0.9,0,6.4,0.204,0.153,desktop,bronze,1
45,0,6.3,0.809,34.85,3,5.0,0.246,0.644,desktop,bronze,0
28,6,11.5,0.036,632.22,0,12.1,0.58,0.794,desktop,bronze,1
17,6,17.3,0.012,773.27,0,7.4,0.527,0.862,mobile,platinum,0
10,1,0.5,0.52,21.45,3,3.6,0.368,0.096,mobile,gold,1
68,2,1.3,0.631,45.06,1,2.2,0.669,0.052,mobile,bronze,0
43,2,8.0,0.21,72.47,0,10.9,0.349,0.032,tablet,gold,0
5,1,4.1,0.445,,0,,0.448,0.887,mobile,silver,0
64,5,10.2,0.334,59.39,0,4.5,0.327,0.76,mobile,silver,1
145,2,10.6,,17.03,0,7.0,0.415,0.55,mobile,bronze,0
1,5,18.3,0.295,385.19,0,14.8,0.017,0.973,mobile,gold,0
18,8,24.9,0.154,664.31,0,13.3,0.33,0.549,desktop,platinum,1
139,0,11.0,0.805,269.62,1,8.7,0.252,0.582,mobile,bronze,1
20,0,9.0,0.46,7.16,0,6.4,0.27,0.386,desktop,bronze,1
251,1,0.5,0.63,75.11,2,3.2,0.59,0.039,mobile,silver,1
16,10,5.6,0.104,648.05,0,12.6,0.068,0.818,mobile,platinum,0
75,0,3.2,0.678,194.95,1,3.7,0.473,0.418,mobile,bronze,1
32,2,3.6,0.294,5.22,1,7.3,0.521,0.575,mobile,bronze,0
18,10,13.9,0.649,219.24,0,14.2,0.033,0.713,mobile,gold,0
242,3,0.5,0.848,3.31,4,3.8,0.641,0.036,mobile,bronze,0
29,6,19.9,0.032,43.0,0,13.9,0.112,0.602,desktop,platinum,0
47,6,11.1,0.008,994.43,0,9.6,0.099,,mobile,silver,0
10,11,26.2,0.132,971.0,0,8.0,0.41,0.469,desktop,gold,0
14,1,2.7,0.587,18.27,0,2.2,0.355,0.194,mobile,gold,0
40,12,13.0,0.189,511.21,0,10.5,0.85,0.555,tablet,gold,1
7,13,27.1,,123.54,0,13.0,0.301,0.964,desktop,silver,0
3,14,12.1,0.462,795.14,0,15.2,0.375,,desktop,silver,0
11,11,14.8,0.126,207.4,0,9.8,0.141,0.688,mobile,bronze,0
21,3,6.8,0.435,52.43,2,8.8,0.632,0.202,tablet,bronze,0
17,17,18.2,0.289,536.96,0,10.8,0.205,0.443,mobile,bronze,0
17,7,17.4,0.332,75.14,1,11.2,0.422,0.86,mobile,gold,1
25,2,11.8,0.339,20.3,2,9.6,0.177,0.056,mobile,silver,0
14,9,16.6,0.229,1367.61,0,15.2,0.125,0.768,desktop,gold,0
14,0,1.4,0.595,25.27,1,4.2,0.562,0.158,mobile,bronze,0
159,0,6.0,0.908,14.25,4,2.9,0.458,0.111,desktop,silver,1
7,7,28.0,0.067,319.42,0,6.6,0.155,0.501,tablet,silver,1
71,6,15.7,0.082,467.17,0,13.8,0.141,0.568,desktop,silver,0
2,8,14.0,0.047,872.81,0,12.3,0.186,0.979,desktop,gold,0
365,0,0.7,0.865,,1,1.0,0.589,0.087,mobile,bronze,1
36,2,2.5,0.336,47.87,1,6.4,0.832,0.0,mobile,bronze,0
39,1,2.4,0.694,49.78,3,2.1,0.377,0.167,desktop,bronze,1
1,5,14.9,0.26,760.9,0,10.0,0.394,0.763,desktop,bronze,0
24,9,6.9,0.266,274.95,0,8.6,0.458,0.622,mobile,bronze,0
37,9,14.9,0.17,1063.09,0,,0.118,0.736,mobile,bronze,0
11,9,21.4,0.054,318.72,0,12.3,0.415,0.454,tablet,gold,0
10,3,14.3,0.37,46.7,2,5.1,0.795,0.091,tablet,bronze,0
17,10,7.9,0.007,151.16,1,15.0,0.126,0.544,desktop,bronze,1
19,7,16.4,0.366,471.97,0,8.6,0.307,0.55,mobile,bronze,1
37,3,20.0,,78.26,0,7.8,0.293,0.738,desktop,silver,0
7,11,23.3,0.143,,0,4.3,0.454,0.769,mobile,gold,1
8,15,18.3,0.377,559.77,0,7.1,0.161,0.589,mobile,silver,0
10,4,4.7,0.301,18.96,2,4.7,0.657,0.305,mobile,bronze,1
51,1,6.0,0.336,222.83,1,,0.229,0.58,desktop,gold,1
126,0,1.4,0.616,1.88,2,4.8,0.497,0.074,mobile,gold,1
64,1,11.8,0.815,152.31,1,9.9,0.559,0.215,mobile,bronze,1
2,7,18.1,0.022,70.57,0,14.2,0.257,0.565,mobile,gold,1
69,0,1.8,0.953,,3,3.7,0.534,0.248,mobile,bronze,0
10,4,11.7,0.048,264.06,0,13.0,0.355,0.582,desktop,gold,0
30,3,8.2,0.334,98.35,1,5.5,0.367,0.33,desktop,gold,0
12,6,,0.24,50.91,1,9.9,0.292,,desktop,platinum,0
16,2,13.1,0.265,152.81,0,15.5,0.191,0.834,desktop,gold,0
15,8,18.3,0.097,786.74,0,14.5,0.418,,desktop,gold,0
6,0,3.9,0.9,0.74,1,4.0,0.627,0.092,mobile,bronze,1
66,0,0.6,0.48,10.45,1,5.5,0.652,0.002,mobile,bronze,1
75,2,1.9,0.714,42.89,3,3.9,0.537,0.1,mobile,silver,1
316,1,4.5,0.992,103.0,1,2.4,0.418,0.328,mobile,bronze,0
122,0,2.0,0.791,112.81,4,1.0,0.104,0.267,desktop,gold,1
44,0,4.2,0.492,54.58,5,3.6,0.584,0.013,desktop,bronze,1
19,4,14.5,0.027,661.03,0,10.2,0.104,0.786,mobile,silver,1
8,0,0.9,0.939,36.44,3,5.7,0.474,0.419,mobile,platinum,1
5,6,18.3,0.033,255.21,0,9.9,0.223,0.838,desktop,silver,0
7,0,12.7,0.746,20.38,0,4.4,0.346,0.153,mobile,silver,0
24,5,23.4,0.018,,0,13.6,0.189,0.751,desktop,silver,1
15,4,17.4,0.044,274.42,0,8.5,0.243,0.704,desktop,silver,0
137,1,3.0,0.539,12.15,3,5.4,0.379,0.025,desktop,bronze,1
130,0,1.9,0.686,21.8,2,2.0,0.634,,mobile,bronze,0
150,1,3.8,0.919,23.23,4,,0.294,0.057,tablet,silver,0
37,1,1.7,0.676,52.48,4,2.1,0.517,0.169,mobile,bronze,0
45,3,7.1,0.718,100.26,0,,0.371,0.451,mobile,bronze,0
16,0,1.8,0.892,36.26,1,3.6,0.471,0.376,mobile,bronze,1
127,2,4.8,0.329,125.25,0,1.6,0.396,0.063,desktop,silver,0
4,0,2.0,0.783,0.11,3,4.6,0.743,0.121,desktop,bronze,1
4,8,13.8,0.107,350.95,0,13.7,0.334,0.674,desktop,bronze,0
244,2,2.0,0.562,254.92,1,2.3,0.731,0.172,mobile,silver,0
40,8,25.1,0.484,75.28,0,16.0,0.543,0.834,desktop,bronze,0
27,11,16.4,0.224,45.81,0,10.5,0.05,0.46,mobile,gold,0
40,7,18.4,0.156,430.15,1,15.6,0.208,0.805,desktop,silver,1
9,0,4.4,0.805,15.19,2,2.8,0.284,0.427,mobile,bronze,0
27,8,24.0,0.337,505.47,2,12.4,0.141,0.698,tablet,gold,0
3,6,6.9,0.174,67.89,0,6.5,0.154,0.776,tablet,gold,0
33,2,8.1,0.719,79.11,2,3.2,0.565,0.05,tablet,bronze,1
123,4,1.0,0.18,37.67,0,7.6,0.319,0.734,mobile,silver,1
22,0,7.9,0.67,83.06,1,3.0,0.397,0.201,desktop,silver,1
251,0,3.3,0.697,6.88,3,1.0,0.715,0.234,mobile,bronze,0
33,3,0.5,,,4,5.8,0.712,0.118,desktop,bronze,1
365,2,8.5,0.722,18.27,2,6.3,0.283,0.619,desktop,bronze,1
3,6,10.8,0.02,240.63,2,12.8,0.005,0.803,mobile,gold,1
12,1,2.7,0.857,19.51,3,1.0,0.48,0.056,mobile,bronze,1
290,1,3.4,0.504,14.77,3,2.6,0.61,0.125,mobile,bronze,1
19,10,16.0,,847.1,1,11.7,0.112,0.628,mobile,silver,0
46,10,24.9,0.258,303.41,0,11.6,0.085,0.44,desktop,silver,0
65,7,22.5,0.049,,0,11.3,0.287,0.678,desktop,silver,1
21,7,20.4,0.208,211.82,0,11.8,0.087,0.618,desktop,bronze,0
36,4,13.8,0.251,242.83,0,14.1,0.052,0.898,mobile,silver,0
14,7,19.7,0.058,287.68,0,6.8,0.155,0.657,desktop,gold,0
94,1,7.1,0.909,14.45,2,1.9,0.866,0.003,desktop,silver,0
11,0,0.5,0.819,78.79,3,2.6,0.529,0.277,mobile,gold,1
16,9,21.7,0.412,1168.31,0,14.0,0.078,0.776,mobile,platinum,0
37,2,6.9,0.629,36.11,0,2.4,0.187,0.398,tablet,bronze,0
4,10,16.2,0.007,437.83,1,14.7,0.107,0.561,desktop,platinum,1
9,4,18.3,0.033,34.89,0,8.8,0.587,0.77,mobile,platinum,0
24,1,2.6,0.805,87.82,2,2.9,0.725,0.279,mobile,bronze,1
64,8,23.1,0.015,289.36,2,14.1,0.32,0.539,desktop,platinum,0
11,5,12.4,0.027,989.04,0,7.9,0.236,0.658,mobile,gold,0
220,0,5.6,0.898,44.84,4,4.9,0.606,0.158,desktop,bronze,0
2,2,0.9,0.956,35.47,1,4.5,0.395,0.52,tablet,bronze,0
6,6,25.0,0.019,,0,6.8,0.303,0.93,desktop,platinum,0
102,1,3.1,0.802,24.78,4,,0.801,0.319,desktop,gold,0
44,10,15.3,0.068,24.1,0,15.4,0.205,0.7,desktop,bronze,0
47,0,2.6,0.692,25.37,0,3.6,0.257,0.361,mobile,bronze,0
58,7,17.3,0.229,145.43,0,16.4,0.121,0.844,mobile,platinum,0
108,2,4.5,0.941,82.43,4,4.9,0.604,0.09,mobile,silver,0
168,2,0.9,0.19,58.24,1,5.2,0.38,0.785,mobile,gold,0
44,9,24.5,0.028,573.85,0,7.3,0.091,0.942,desktop,platinum,0
37,5,21.5,,1605.16,0,17.9,0.444,0.879,mobile,platinum,0
98,8,15.5,0.104,743.97,0,17.2,0.534,0.632,desktop,gold,1
22,9,15.2,0.101,518.57,0,11.7,0.167,0.488,desktop,silver,0
162,0,3.8,0.977,2.25,0,3.7,0.511,0.009,mobile,bronze,1
35,8,12.6,0.219,,0,9.8,0.239,0.934,desktop,platinum,0
37,4,,0.345,272.29,0,13.9,0.168,0.916,desktop,silver,0
16,16,18.0,0.14,759.04,0,14.0,0.317,0.841,desktop,gold,0
9,6,14.4,0.134,64.8,0,10.6,0.491,0.764,mobile,platinum,0
16,1,3.5,0.614,0.45,4,6.2,0.636,0.035,mobile,bronze,0
135,3,2.2,0.871,147.79,2,2.5,0.64,0.433,desktop,bronze,1
15,6,30.7,0.313,193.43,1,13.5,0.492,0.734,mobile,platinum,1
11,6,26.5,0.343,45.37,1,,0.182,0.869,desktop,gold,0
16,2,16.5,0.016,1859.51,0,6.7,0.129,,mobile,gold,0
12,9,13.0,0.136,305.13,0,19.2,0.281,0.794,desktop,silver,0
6,2,9.6,0.477,123.28,1,6.3,0.199,0.318,mobile,bronze,1
42,4,10.9,0.077,397.16,0,7.6,0.172,0.839,desktop,bronze,0
103,0,5.3,0.821,49.47,2,1.7,0.821,,mobile,silver,1
115,0,4.6,0.804,77.97,5,2.3,0.817,0.114,mobile,bronze,0
182,0,2.8,0.399,88.93,3,,0.652,,mobile,silver,1
145,2,2.3,0.806,37.22,6,5.7,0.842,0.19,mobile,gold,0
215,4,5.4,0.838,9.24,2,2.7,0.323,0.143,mobile,silver,1
6,0,4.3,0.821,32.87,4,3.8,0.659,0.166,mobile,bronze,0
165,0,1.8,0.662,53.15,5,2.1,0.802,0.148,tablet,bronze,1
228,1,1.5,0.573,137.76,4,1.0,0.394,0.413,mobile,gold,0
69,1,5.4,0.428,9.74,1,,0.324,0.134,tablet,platinum,0
122,0,4.9,0.769,64.11,2,3.0,0.683,0.25,desktop,silver,0
4,6,22.0,0.198,224.7,0,12.2,0.316,0.853,desktop,gold,0
1,8,10.6,0.107,344.08,0,14.4,0.275,0.324,mobile,platinum,0
100,2,10.1,0.382,30.18,0,2.8,0.383,0.406,tablet,gold,1
104,4,3.7,0.752,,2,4.1,0.344,0.664,desktop,bronze,1
19,12,15.9,0.48,318.58,1,,0.306,0.418,tablet,silver,0
147,3,2.3,0.515,215.1,1,6.2,0.157,0.055,mobile,gold,1
23,3,9.4,0.578,26.93,1,6.7,0.515,0.121,mobile,bronze,1
102,2,9.5,0.63,9.79,0,6.4,0.488,0.699,mobile,silver,0
81,1,3.7,0.898,,5,1.0,0.501,0.004,mobile,platinum,1
295,0,0.5,0.817,7.74,1,1.0,0.587,0.1,mobile,bronze,1
26,12,12.1,,853.21,1,12.1,0.152,0.434,mobile,silver,0
85,1,8.2,0.302,93.92,1,5.5,0.26,0.049,desktop,bronze,1
7,8,18.3,0.102,331.45,0,8.7,0.436,0.608,tablet,gold,0
12,10,20.7,0.211,52.75,0,13.2,0.163,0.676,desktop,gold,0
291,2,2.0,0.698,117.86,1,1.5,0.338,0.378,desktop,bronze,1
32,9,23.9,0.038,115.33,0,10.5,0.233,0.973,desktop,silver,0
124,2,3.5,0.957,50.17,8,2.9,0.817,0.124,desktop,gold,0
25,8,19.1,0.087,110.67,1,14.6,0.278,0.74,mobile,silver,0
1,16,22.5,0.097,49.18,1,13.1,0.354,0.726,desktop,bronze,0
62,6,18.3,0.444,609.83,0,9.7,0.271,0.673,desktop,silver,0
108,3,0.5,0.582,72.15,4,1.0,0.538,0.214,desktop,bronze,1
168,1,3.0,0.842,101.66,1,4.5,0.819,0.034,desktop,bronze,0
33,11,23.6,0.036,360.91,0,9.7,0.351,0.677,desktop,platinum,1
71,1,3.5,0.983,99.42,4,2.8,0.597,0.21,desktop,bronze,0
12,11,19.4,0.022,917.69,0,19.7,0.615,0.569,desktop,silver,1
365,1,0.5,0.847,,3,1.6,0.537,0.262,tablet,bronze,1
9,11,14.0,0.211,89.92,2,9.4,0.362,0.431,desktop,gold,0
4,5,10.4,0.037,,2,11.0,0.618,0.681,desktop,gold,0
52,1,5.3,0.872,2.81,4,2.9,0.582,0.2,mobile,silver,1
3,9,20.8,,42.17,0,14.8,0.288,0.485,desktop,silver,0
34,1,3.8,0.437,18.61,1,2.7,0.511,0.008,mobile,bronze,0
296,1,4.4,0.576,8.99,3,1.0,0.55,0.291,mobile,silver,0
33,2,9.1,0.412,58.29,0,7.1,0.223,0.832,mobile,silver,1
19,5,27.2,0.064,621.8,1,6.9,0.276,0.589,desktop,silver,0
2,1,14.3,0.563,15.45,0,5.3,0.487,0.508,desktop,bronze,0
128,0,4.7,0.776,98.39,1,1.2,0.706,0.185,mobile,bronze,0
2,9,18.3,0.081,590.18,0,8.7,0.541,0.466,mobile,bronze,0
16,8,,0.018,616.69,0,7.1,0.182,0.615,mobile,silver,0
6,8,9.3,0.224,25.07,0,12.2,0.509,0.691,mobile,silver,0
